gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes,Cluster
13,11,13,15,12,Cluster 0
74,76,72,70,75,Cluster 1
47,48,55,49,55,Cluster 2
15,7,12,10,7,Cluster 3
68,71,67,72,74,Cluster 1
12,6,12,8,10,Cluster 3
12,12,12,13,8,Cluster 0
7,9,14,8,10,Cluster 3
14,10,13,10,10,Cluster 0
73,73,70,69,72,Cluster 1
5,11,7,6,7,Cluster 3
69,71,68,75,73,Cluster 1
12,13,12,14,8,Cluster 0
15,8,16,14,16,Cluster 3
56,56,52,56,59,Cluster 2
14,12,14,12,7,Cluster 0
13,10,14,7,7,Cluster 3
9,8,7,12,13,Cluster 3
13,14,13,10,9,Cluster 0
13,15,14,10,11,Cluster 0
10,12,9,13,7,Cluster 0
6,11,9,5,12,Cluster 0
10,11,14,9,10,Cluster 0
59,63,57,68,58,Cluster 2
12,11,9,13,7,Cluster 0
10,15,9,14,15,Cluster 0
13,7,10,9,11,Cluster 3
8,7,13,9,9,Cluster 3
47,59,54,59,45,Cluster 2
11,14,14,12,9,Cluster 0
14,14,13,13,14,Cluster 0
14,12,14,6,10,Cluster 0
6,11,15,11,6,Cluster 0
9,11,13,13,13,Cluster 0
7,8,6,16,8,Cluster 3
13,9,9,6,6,Cluster 3
14,7,13,10,5,Cluster 3
14,10,6,7,10,Cluster 3
8,6,16,12,12,Cluster 3
8,13,10,13,6,Cluster 0
8,14,7,6,15,Cluster 0
11,12,7,5,13,Cluster 0
57,63,58,58,62,Cluster 2
13,7,9,14,13,Cluster 3
14,7,15,6,11,Cluster 3
69,71,70,57,76,Cluster 1
10,11,11,13,14,Cluster 0
13,13,8,11,7,Cluster 0
49,51,48,52,46,Cluster 2
59,61,66,57,68,Cluster 2
10,14,16,11,14,Cluster 0
9,10,10,5,11,Cluster 3
6,8,6,6,8,Cluster 3
6,8,6,8,7,Cluster 3
10,10,13,8,10,Cluster 3
8,10,10,5,13,Cluster 3
10,15,12,6,8,Cluster 0
15,15,8,9,9,Cluster 0
11,14,16,15,8,Cluster 0
14,8,10,12,5,Cluster 3
14,10,13,10,9,Cluster 0
10,11,11,12,15,Cluster 0
11,16,13,12,11,Cluster 0
14,6,12,6,6,Cluster 3
6,14,12,8,11,Cluster 0
8,7,7,9,10,Cluster 3
15,9,8,8,16,Cluster 3
12,8,8,13,11,Cluster 3
9,7,11,14,13,Cluster 3
15,9,11,9,10,Cluster 3
15,11,13,15,8,Cluster 0
12,13,14,10,9,Cluster 0
8,11,9,11,13,Cluster 0
12,10,6,8,6,Cluster 3
15,9,14,7,8,Cluster 3
7,13,12,6,13,Cluster 0
9,14,12,9,13,Cluster 0
9,9,6,13,13,Cluster 3
13,14,6,6,10,Cluster 0
8,8,9,11,13,Cluster 3
14,9,8,15,7,Cluster 3
70,70,67,60,75,Cluster 1
10,8,9,14,15,Cluster 3
58,63,58,64,69,Cluster 2
63,63,63,60,62,Cluster 2
68,61,64,62,71,Cluster 1
12,5,13,14,10,Cluster 3
6,13,6,11,6,Cluster 0
7,13,13,14,12,Cluster 0
58,62,59,57,51,Cluster 2
6,7,6,12,9,Cluster 3
13,15,14,9,11,Cluster 0
8,6,15,11,13,Cluster 3
12,14,8,8,13,Cluster 0
8,15,8,8,6,Cluster 0
6,7,7,12,15,Cluster 3
6,11,7,9,12,Cluster 0
8,10,10,6,10,Cluster 3
13,10,11,7,7,Cluster 3
13,14,6,5,10,Cluster 0
6,9,14,9,11,Cluster 3
6,10,13,6,6,Cluster 3
14,14,8,8,11,Cluster 0
11,9,11,10,10,Cluster 3
70,71,67,66,71,Cluster 1
15,6,15,12,13,Cluster 3
9,11,11,15,7,Cluster 0
8,9,8,7,9,Cluster 3
6,8,10,12,12,Cluster 3
11,14,13,10,11,Cluster 0
9,10,14,8,13,Cluster 3
14,11,5,12,14,Cluster 0
71,68,60,74,75,Cluster 1
7,11,13,10,13,Cluster 0
9,13,14,9,13,Cluster 0
8,8,9,9,9,Cluster 3
9,13,9,14,10,Cluster 0
11,15,16,12,10,Cluster 0
8,6,15,7,5,Cluster 3
8,9,6,13,11,Cluster 3
15,12,12,13,13,Cluster 0
7,16,15,16,10,Cluster 0
9,5,13,13,14,Cluster 3
13,12,5,13,10,Cluster 0
7,15,16,7,11,Cluster 0
58,56,58,56,57,Cluster 2
13,8,10,8,10,Cluster 3
15,11,9,12,14,Cluster 0
73,76,75,79,77,Cluster 1
13,12,6,12,9,Cluster 0
12,12,6,11,12,Cluster 0
7,7,13,9,8,Cluster 3
10,7,11,9,14,Cluster 3
9,15,7,11,6,Cluster 0
13,11,15,14,14,Cluster 0
8,11,8,8,13,Cluster 0
52,59,55,54,64,Cluster 2
8,11,12,10,9,Cluster 0
6,16,15,14,14,Cluster 0
6,12,13,11,7,Cluster 0
10,11,9,6,15,Cluster 0
12,12,11,11,13,Cluster 0
15,7,13,13,7,Cluster 3
6,7,14,12,9,Cluster 3
15,15,15,15,14,Cluster 0
11,5,7,8,10,Cluster 3
14,11,11,13,12,Cluster 0
13,15,16,13,8,Cluster 0
15,8,12,8,15,Cluster 3
8,8,16,10,15,Cluster 3
10,7,12,8,14,Cluster 3
12,9,11,11,9,Cluster 3
6,13,13,13,7,Cluster 0
61,61,61,57,60,Cluster 2
10,10,9,7,8,Cluster 3
13,9,6,9,6,Cluster 3
6,11,15,9,12,Cluster 0
14,14,14,9,8,Cluster 0
6,11,11,14,12,Cluster 0
60,61,60,62,63,Cluster 2
11,6,7,11,6,Cluster 3
71,68,66,64,71,Cluster 1
16,14,16,14,15,Cluster 0
9,9,10,12,11,Cluster 3
53,56,53,53,55,Cluster 2
6,14,9,5,15,Cluster 0
7,10,7,5,10,Cluster 3
56,58,59,60,63,Cluster 2
7,9,14,15,11,Cluster 3
11,12,5,8,12,Cluster 0
84,83,83,78,85,Cluster 1
10,7,11,16,6,Cluster 3
10,17,16,13,19,Cluster 0
7,9,10,12,7,Cluster 3
10,10,9,13,12,Cluster 3
9,6,7,11,13,Cluster 3
12,7,9,15,15,Cluster 3
13,11,9,12,13,Cluster 0
9,6,7,10,6,Cluster 3
7,6,10,8,8,Cluster 3
13,11,9,10,13,Cluster 0
8,8,12,8,8,Cluster 3
7,9,12,7,8,Cluster 3
5,13,10,10,7,Cluster 0
6,10,8,6,14,Cluster 3
9,10,11,10,5,Cluster 3
6,14,7,9,6,Cluster 0
13,12,12,10,6,Cluster 0
3,5,7,21,5,Cluster 3
9,7,6,14,15,Cluster 3
14,14,11,14,15,Cluster 0
10,10,6,6,11,Cluster 3
14,10,7,6,9,Cluster 3
11,11,7,8,9,Cluster 0
7,9,9,6,8,Cluster 3
6,7,13,9,6,Cluster 3
66,64,63,64,65,Cluster 1
6,11,10,14,6,Cluster 0
11,11,11,8,7,Cluster 0
6,14,9,12,6,Cluster 0
8,6,10,11,16,Cluster 3
13,14,6,6,10,Cluster 0
13,9,7,9,10,Cluster 3
8,14,8,11,15,Cluster 0
10,12,10,15,13,Cluster 0
15,10,10,12,14,Cluster 0
48,51,47,49,53,Cluster 2
15,13,8,8,11,Cluster 0
6,12,15,10,13,Cluster 0
9,7,5,8,5,Cluster 3
6,5,14,15,10,Cluster 3
10,14,11,9,13,Cluster 0
14,7,15,5,14,Cluster 3
6,15,13,9,6,Cluster 0
6,16,10,15,13,Cluster 0
12,11,11,5,6,Cluster 0
9,14,15,8,14,Cluster 0
8,8,7,14,8,Cluster 3
14,7,16,8,16,Cluster 3
6,9,10,9,6,Cluster 3
59,59,57,55,57,Cluster 2
11,7,7,12,14,Cluster 3
9,15,10,9,12,Cluster 0
11,6,13,5,14,Cluster 3
11,15,13,6,9,Cluster 0
8,13,14,8,8,Cluster 0
7,13,16,11,12,Cluster 0
7,11,10,5,5,Cluster 3
10,6,12,6,6,Cluster 3
6,15,10,14,8,Cluster 0
10,6,5,8,10,Cluster 3
9,14,13,7,13,Cluster 0
14,6,11,12,10,Cluster 3
13,10,7,9,5,Cluster 3
12,7,8,13,6,Cluster 3
13,5,5,5,8,Cluster 3
16,6,12,14,13,Cluster 3
6,14,6,8,11,Cluster 0
11,12,6,12,14,Cluster 0
54,58,56,56,59,Cluster 2
11,11,8,10,16,Cluster 0
11,6,7,10,11,Cluster 3
67,66,68,70,68,Cluster 1
10,9,16,15,14,Cluster 3
7,15,11,14,14,Cluster 0
7,5,10,10,14,Cluster 3
9,13,10,6,13,Cluster 0
8,12,8,15,11,Cluster 0
15,6,9,11,15,Cluster 3
6,13,6,12,6,Cluster 0
13,14,12,14,5,Cluster 0
80,80,76,70,84,Cluster 1
14,15,15,10,11,Cluster 0
11,11,9,6,10,Cluster 0
8,12,7,11,8,Cluster 0
10,13,9,13,14,Cluster 0
11,6,9,13,12,Cluster 3
14,7,15,9,16,Cluster 3
13,9,8,12,13,Cluster 3
14,10,12,13,9,Cluster 0
14,8,12,9,12,Cluster 3
11,10,10,14,6,Cluster 3
5,6,10,9,12,Cluster 3
13,10,12,5,5,Cluster 3
10,12,8,9,11,Cluster 0
16,6,14,15,13,Cluster 3
7,6,14,11,8,Cluster 3
13,7,8,16,14,Cluster 3
8,7,11,12,9,Cluster 3
15,16,15,7,11,Cluster 0
8,5,13,13,5,Cluster 3
8,14,9,10,14,Cluster 0
15,9,11,9,8,Cluster 3
8,10,8,5,12,Cluster 3
14,6,11,15,8,Cluster 3
9,12,9,12,13,Cluster 0
9,6,8,6,10,Cluster 3
13,6,7,6,11,Cluster 3
10,9,10,15,15,Cluster 3
5,15,14,6,5,Cluster 0
12,13,14,14,10,Cluster 0
8,12,9,9,7,Cluster 0
6,7,13,15,10,Cluster 3
6,15,10,9,15,Cluster 0
10,8,11,9,5,Cluster 3
11,6,12,13,10,Cluster 3
10,13,7,7,9,Cluster 0
8,7,8,8,7,Cluster 3
14,8,14,10,12,Cluster 3
11,8,8,12,10,Cluster 3
5,13,14,9,6,Cluster 0
8,6,9,13,10,Cluster 3
15,10,11,11,9,Cluster 0
11,9,14,14,12,Cluster 3
7,10,16,8,7,Cluster 3
12,10,15,14,6,Cluster 0
7,12,7,7,8,Cluster 0
8,8,5,8,6,Cluster 3
12,15,5,9,14,Cluster 0
8,9,6,12,12,Cluster 3
6,14,7,8,6,Cluster 0
16,10,13,12,6,Cluster 0
8,13,9,13,7,Cluster 0
13,15,10,11,9,Cluster 0
9,7,9,12,12,Cluster 3
9,6,12,8,7,Cluster 3
6,14,14,9,13,Cluster 0
15,8,15,6,15,Cluster 3
16,9,16,13,8,Cluster 3
65,69,67,71,67,Cluster 1
9,13,13,12,7,Cluster 0
6,13,8,13,12,Cluster 0
13,8,6,12,12,Cluster 3
14,11,14,8,9,Cluster 0
9,12,15,5,9,Cluster 0
6,8,8,12,6,Cluster 3
11,13,12,13,9,Cluster 0
7,7,16,13,9,Cluster 3
13,10,9,9,11,Cluster 3
5,8,8,14,15,Cluster 3
13,9,15,6,10,Cluster 3
10,8,10,10,15,Cluster 3
5,13,13,8,11,Cluster 0
7,12,14,7,11,Cluster 0
8,11,12,13,12,Cluster 0
13,12,12,10,14,Cluster 0
5,10,11,9,7,Cluster 3
7,9,10,6,13,Cluster 3
14,9,14,9,12,Cluster 3
12,15,10,14,9,Cluster 0
15,9,10,11,12,Cluster 3
7,6,11,13,14,Cluster 3
10,7,14,9,13,Cluster 3
7,14,12,11,13,Cluster 0
16,13,7,12,11,Cluster 0
9,6,15,14,11,Cluster 3
9,5,6,10,9,Cluster 3
9,11,12,7,7,Cluster 0
62,63,61,64,64,Cluster 2
51,50,52,51,53,Cluster 2
15,11,10,12,14,Cluster 0
59,65,58,57,62,Cluster 2
15,8,6,12,7,Cluster 3
10,14,14,8,14,Cluster 0
14,12,11,6,12,Cluster 0
5,6,12,9,12,Cluster 3
12,12,14,10,6,Cluster 0
12,10,7,11,11,Cluster 3
5,13,8,10,8,Cluster 0
15,9,9,6,11,Cluster 3
12,9,13,13,10,Cluster 3
13,9,9,8,12,Cluster 3
8,12,10,12,11,Cluster 0
14,10,11,12,6,Cluster 3
71,77,73,59,81,Cluster 1
14,12,12,14,13,Cluster 0
8,7,7,9,10,Cluster 3
63,60,60,60,60,Cluster 2
10,14,16,7,9,Cluster 0
12,9,6,11,8,Cluster 3
13,10,13,7,12,Cluster 3
14,12,8,5,5,Cluster 0
8,9,7,11,7,Cluster 3
73,72,70,66,78,Cluster 1
8,9,10,10,11,Cluster 3
79,81,78,74,83,Cluster 1
11,15,14,8,11,Cluster 0
15,12,14,9,10,Cluster 0
13,13,12,14,14,Cluster 0
6,5,6,5,11,Cluster 3
10,15,12,12,10,Cluster 0
12,12,11,12,9,Cluster 0
7,8,4,3,7,Cluster 3
15,14,7,13,10,Cluster 0
7,14,14,8,6,Cluster 0
13,7,10,14,8,Cluster 3
8,7,12,10,6,Cluster 3
15,6,13,8,9,Cluster 3
7,13,9,13,12,Cluster 0
14,12,7,6,11,Cluster 0
11,6,11,9,11,Cluster 3
11,13,7,7,15,Cluster 0
9,14,8,14,13,Cluster 0
13,14,13,8,7,Cluster 0
10,11,10,11,8,Cluster 0
9,9,6,9,13,Cluster 3
7,13,13,9,9,Cluster 0
9,8,15,12,10,Cluster 3
58,59,58,59,60,Cluster 2
13,14,12,12,6,Cluster 0
10,13,8,14,12,Cluster 0
16,15,10,7,9,Cluster 0
12,13,7,9,6,Cluster 0
8,7,11,6,8,Cluster 3
11,14,12,8,6,Cluster 0
12,6,14,13,9,Cluster 3
10,10,16,15,12,Cluster 0
14,8,6,15,13,Cluster 3
8,8,12,5,12,Cluster 3
58,63,71,61,71,Cluster 1
15,15,14,16,8,Cluster 0
14,14,9,15,15,Cluster 0
11,15,6,13,11,Cluster 0
64,68,66,62,68,Cluster 1
13,12,11,12,11,Cluster 0
14,9,12,7,6,Cluster 3
13,6,7,10,14,Cluster 3
9,5,8,9,7,Cluster 3
8,11,6,6,9,Cluster 3
11,15,9,9,10,Cluster 0
6,13,10,5,15,Cluster 0
12,14,10,11,16,Cluster 0
9,11,6,12,14,Cluster 0
6,5,8,7,6,Cluster 3
5,13,13,13,7,Cluster 0
13,13,6,14,6,Cluster 0
12,13,13,5,5,Cluster 0
8,11,10,7,8,Cluster 0
9,8,14,7,11,Cluster 3
7,15,13,13,10,Cluster 0
12,9,10,9,8,Cluster 3
13,5,8,5,12,Cluster 3
8,6,10,5,6,Cluster 3
14,7,8,14,10,Cluster 3
14,9,10,6,7,Cluster 3
14,9,6,10,8,Cluster 3
7,9,7,9,5,Cluster 3
7,6,7,11,5,Cluster 3
8,10,10,15,15,Cluster 0
72,73,70,72,74,Cluster 1
6,11,9,14,9,Cluster 0
6,14,9,11,12,Cluster 0
14,13,6,12,13,Cluster 0
10,11,9,13,14,Cluster 0
10,10,15,12,13,Cluster 0
11,11,9,10,8,Cluster 0
15,14,7,9,7,Cluster 0
6,13,7,11,15,Cluster 0
7,15,11,6,9,Cluster 0
9,14,10,8,10,Cluster 0
15,11,8,11,14,Cluster 0
7,9,12,10,12,Cluster 3
11,7,10,10,10,Cluster 3
15,12,12,11,9,Cluster 0
64,62,61,62,62,Cluster 2
68,74,71,77,73,Cluster 1
6,5,9,11,9,Cluster 3
6,6,9,11,9,Cluster 3
7,14,13,11,14,Cluster 0
9,13,12,5,12,Cluster 0
13,5,9,11,6,Cluster 3
15,11,9,12,11,Cluster 0
62,64,61,63,64,Cluster 2
13,9,13,12,15,Cluster 3
11,10,13,9,8,Cluster 3
8,10,7,10,5,Cluster 3
60,64,60,71,64,Cluster 2
7,6,7,13,6,Cluster 3
12,10,6,6,6,Cluster 3
14,10,13,10,9,Cluster 0
9,15,15,16,13,Cluster 0
12,8,7,8,5,Cluster 3
7,12,12,12,5,Cluster 0
63,64,62,65,64,Cluster 2
8,12,11,7,11,Cluster 0
10,9,10,10,12,Cluster 3
13,14,6,7,12,Cluster 0
11,7,14,13,9,Cluster 3
78,79,74,72,78,Cluster 1
6,9,15,11,13,Cluster 3
6,14,10,8,10,Cluster 0
5,13,14,14,9,Cluster 0
63,60,61,59,60,Cluster 2
11,11,11,9,10,Cluster 0
12,10,6,12,8,Cluster 3
10,12,7,9,8,Cluster 0
13,12,14,6,7,Cluster 0
7,8,12,9,11,Cluster 3
9,5,10,6,8,Cluster 3
12,6,14,5,10,Cluster 3
14,14,9,11,8,Cluster 0
10,13,12,13,15,Cluster 0
68,67,67,68,70,Cluster 1
6,12,11,5,11,Cluster 0
8,11,16,10,9,Cluster 0
11,13,15,10,14,Cluster 0
6,10,8,11,12,Cluster 3
13,10,11,12,15,Cluster 0
55,58,56,55,59,Cluster 2
9,6,7,8,7,Cluster 3
6,12,7,12,8,Cluster 0
7,11,11,8,13,Cluster 0
7,5,8,9,5,Cluster 3
10,14,14,13,9,Cluster 0
12,15,16,6,7,Cluster 0
70,65,69,68,66,Cluster 1
10,8,9,6,9,Cluster 3
10,11,8,9,14,Cluster 0
9,11,8,9,9,Cluster 0
12,13,9,5,14,Cluster 0
10,12,10,8,7,Cluster 0
7,15,14,15,14,Cluster 0
15,14,10,15,13,Cluster 0
7,8,14,6,5,Cluster 3
77,71,73,67,74,Cluster 1
11,13,10,6,16,Cluster 0
10,11,13,9,9,Cluster 0
8,11,5,7,10,Cluster 3
10,14,7,10,5,Cluster 0
10,12,10,6,14,Cluster 0
10,7,7,10,7,Cluster 3
14,12,14,6,9,Cluster 0
5,12,13,7,10,Cluster 0
12,14,12,8,8,Cluster 0
14,11,8,7,9,Cluster 0
16,16,12,10,15,Cluster 0
6,6,8,8,13,Cluster 3
65,64,64,61,68,Cluster 1
8,11,9,12,8,Cluster 0
6,12,9,7,9,Cluster 0
12,16,13,8,9,Cluster 0
58,60,54,56,63,Cluster 2
7,12,6,8,11,Cluster 0
6,6,10,7,13,Cluster 3
10,14,5,13,7,Cluster 0
7,9,11,8,14,Cluster 3
9,13,8,10,10,Cluster 0
10,13,9,9,15,Cluster 0
11,11,12,6,14,Cluster 0
6,12,7,13,9,Cluster 0
5,14,10,15,11,Cluster 0
13,14,5,9,10,Cluster 0
73,75,77,73,71,Cluster 1
61,62,63,61,62,Cluster 2
72,72,69,65,74,Cluster 1
12,9,10,6,16,Cluster 3
6,8,8,15,13,Cluster 3
10,6,12,7,9,Cluster 3
9,7,15,12,5,Cluster 3
12,8,10,6,11,Cluster 3
6,8,11,13,9,Cluster 3
12,8,13,6,13,Cluster 3
14,13,8,5,15,Cluster 0
7,8,9,12,7,Cluster 3
12,5,9,10,9,Cluster 3
6,14,14,9,8,Cluster 0
7,13,8,13,14,Cluster 0
7,9,8,10,6,Cluster 3
5,10,8,7,14,Cluster 3
72,74,70,68,75,Cluster 1
15,11,9,14,7,Cluster 0
7,12,10,13,14,Cluster 0
14,13,11,10,13,Cluster 0
11,16,12,15,16,Cluster 0
10,10,12,8,12,Cluster 3
75,76,72,67,81,Cluster 1
8,6,8,5,8,Cluster 3
15,13,16,9,12,Cluster 0
13,16,10,7,13,Cluster 0
13,9,5,6,10,Cluster 3
8,8,7,10,9,Cluster 3
8,11,11,6,12,Cluster 0
59,63,59,60,67,Cluster 2
13,14,8,8,11,Cluster 0
4,4,6,4,4,Cluster 3
10,14,5,10,5,Cluster 0
9,13,11,5,6,Cluster 0
15,11,5,14,7,Cluster 0
64,68,66,63,66,Cluster 1
12,6,16,16,11,Cluster 3
14,6,9,15,14,Cluster 3
5,8,15,9,15,Cluster 3
11,8,10,6,13,Cluster 3
12,9,8,14,7,Cluster 3
17,13,17,17,17,Cluster 0
13,7,12,14,13,Cluster 3
13,8,10,15,8,Cluster 3
7,9,12,5,7,Cluster 3
6,13,11,13,9,Cluster 0
7,14,6,10,9,Cluster 0
15,13,10,12,9,Cluster 0
7,12,8,13,9,Cluster 0
15,6,10,6,8,Cluster 3
15,6,12,6,14,Cluster 3
10,15,9,14,10,Cluster 0
13,8,9,10,6,Cluster 3
10,7,16,14,15,Cluster 3
9,9,7,6,6,Cluster 3
10,14,14,10,5,Cluster 0
14,14,11,12,13,Cluster 0
6,11,9,11,11,Cluster 0
15,9,8,8,11,Cluster 3
14,10,7,5,9,Cluster 3
13,13,10,14,15,Cluster 0
15,12,15,8,10,Cluster 0
9,6,5,6,10,Cluster 3
8,7,6,5,9,Cluster 3
14,6,13,14,5,Cluster 3
7,7,15,13,11,Cluster 3
6,5,9,6,5,Cluster 3
5,9,12,7,14,Cluster 3
14,15,15,7,9,Cluster 0
11,9,10,11,13,Cluster 3
10,7,10,6,6,Cluster 3
54,58,57,56,60,Cluster 2
61,69,66,62,73,Cluster 1
6,14,14,14,10,Cluster 0
12,6,15,15,10,Cluster 3
11,10,11,12,9,Cluster 3
60,61,57,61,57,Cluster 2
8,6,5,13,14,Cluster 3
7,6,7,12,10,Cluster 3
11,14,12,6,13,Cluster 0
55,56,53,52,59,Cluster 2
7,8,11,9,12,Cluster 3
6,9,7,10,12,Cluster 3
52,55,52,51,56,Cluster 2
16,11,15,6,15,Cluster 0
13,13,8,6,8,Cluster 0
8,10,14,7,7,Cluster 3
6,9,14,12,10,Cluster 3
7,7,10,6,7,Cluster 3
12,9,15,14,6,Cluster 3
73,76,71,68,77,Cluster 1
11,6,7,10,13,Cluster 3
12,11,13,14,7,Cluster 0
8,12,12,6,10,Cluster 0
13,15,14,7,6,Cluster 0
67,70,64,60,70,Cluster 1
11,13,11,8,13,Cluster 0
14,11,7,11,15,Cluster 0
6,9,11,9,13,Cluster 3
13,8,8,12,11,Cluster 3
7,7,8,8,14,Cluster 3
14,12,15,6,16,Cluster 0
60,60,61,58,60,Cluster 2
9,5,8,10,10,Cluster 3
10,15,11,7,14,Cluster 0
11,7,7,7,16,Cluster 3
9,6,11,9,6,Cluster 3
6,12,10,12,10,Cluster 0
12,8,11,12,7,Cluster 3
13,9,11,14,10,Cluster 3
60,67,60,64,64,Cluster 2
7,9,8,8,12,Cluster 3
12,11,11,11,11,Cluster 0
9,5,9,5,6,Cluster 3
12,15,8,13,6,Cluster 0
12,6,10,9,7,Cluster 3
79,75,77,79,76,Cluster 1
5,6,6,6,14,Cluster 3
11,8,14,6,10,Cluster 3
14,14,6,14,8,Cluster 0
10,8,12,9,9,Cluster 3
12,12,15,15,11,Cluster 0
6,6,8,6,14,Cluster 3
15,12,13,12,11,Cluster 0
13,9,8,13,13,Cluster 3
51,56,62,59,58,Cluster 2
63,60,64,60,60,Cluster 2
15,7,11,9,14,Cluster 3
8,8,15,7,6,Cluster 3
7,5,14,12,11,Cluster 3
13,14,9,10,6,Cluster 0
13,12,15,15,13,Cluster 0
52,54,53,49,51,Cluster 2
6,11,9,12,6,Cluster 0
69,74,68,71,78,Cluster 1
7,13,8,9,7,Cluster 0
12,13,13,8,14,Cluster 0
8,8,16,8,9,Cluster 3
7,7,14,7,16,Cluster 3
12,12,6,15,13,Cluster 0
74,71,63,77,75,Cluster 1
14,11,9,9,10,Cluster 0
10,13,6,9,12,Cluster 0
59,54,52,58,63,Cluster 2
14,12,6,8,9,Cluster 0
6,13,10,10,10,Cluster 0
11,10,10,12,11,Cluster 3
12,8,7,13,13,Cluster 3
14,9,13,11,14,Cluster 3
9,14,11,7,12,Cluster 0
11,6,5,5,15,Cluster 3
10,9,10,6,8,Cluster 3
13,8,7,9,11,Cluster 3
13,8,7,14,5,Cluster 3
9,8,10,8,13,Cluster 3
10,15,11,14,7,Cluster 0
15,10,16,7,14,Cluster 0
12,10,16,9,10,Cluster 0
7,7,13,8,8,Cluster 3
12,9,11,15,15,Cluster 3
14,8,11,8,12,Cluster 3
10,15,14,15,7,Cluster 0
55,67,57,60,64,Cluster 2
5,5,13,12,15,Cluster 3
6,8,8,11,13,Cluster 3
10,12,6,8,9,Cluster 0
13,12,9,8,8,Cluster 0
8,8,9,13,12,Cluster 3
9,10,14,9,9,Cluster 3
15,11,13,11,8,Cluster 0
14,10,6,8,8,Cluster 3
55,60,55,51,61,Cluster 2
74,74,71,78,75,Cluster 1
11,9,13,6,7,Cluster 3
14,13,12,9,7,Cluster 0
9,9,9,10,14,Cluster 3
8,13,8,6,14,Cluster 0
11,8,7,7,15,Cluster 3
12,6,7,14,13,Cluster 3
6,15,6,10,15,Cluster 0
11,7,11,10,12,Cluster 3
7,7,12,6,9,Cluster 3
10,10,8,14,8,Cluster 3
10,10,7,6,14,Cluster 3
8,10,7,16,8,Cluster 3
7,10,13,9,11,Cluster 3
8,9,11,14,6,Cluster 3
6,5,6,7,13,Cluster 3
14,14,7,10,11,Cluster 0
7,6,14,10,14,Cluster 3
59,64,61,60,64,Cluster 2
10,12,12,15,13,Cluster 0
8,7,10,13,12,Cluster 3
10,5,15,7,11,Cluster 3
10,12,8,6,8,Cluster 0
16,8,7,10,9,Cluster 3
10,12,7,10,5,Cluster 0
15,10,13,15,6,Cluster 0
14,9,10,12,13,Cluster 3
67,68,63,66,70,Cluster 1
14,15,8,11,13,Cluster 0
11,12,7,9,14,Cluster 0
12,10,14,11,11,Cluster 0
11,6,12,13,12,Cluster 3
10,7,11,15,8,Cluster 3
14,7,9,13,8,Cluster 3
58,61,62,55,60,Cluster 2
11,6,9,9,12,Cluster 3
15,15,8,7,5,Cluster 0
50,46,51,57,49,Cluster 2
13,6,14,13,15,Cluster 3
46,49,51,52,51,Cluster 2
10,10,11,12,8,Cluster 3
13,9,12,10,11,Cluster 3
9,5,7,6,14,Cluster 3
14,6,8,5,14,Cluster 3
5,10,10,13,6,Cluster 3
5,13,10,9,12,Cluster 0
10,7,12,16,10,Cluster 3
6,10,14,15,15,Cluster 0
6,11,15,14,7,Cluster 0
62,61,60,61,63,Cluster 2
14,14,13,7,9,Cluster 0
8,8,5,11,11,Cluster 3
9,14,15,8,11,Cluster 0
13,14,7,11,9,Cluster 0
10,6,13,13,9,Cluster 3
11,5,10,8,8,Cluster 3
49,58,49,52,54,Cluster 2
64,63,65,59,63,Cluster 2
8,8,7,10,11,Cluster 3
14,12,7,15,15,Cluster 0
14,14,12,10,11,Cluster 0
14,13,7,7,12,Cluster 0
8,11,10,10,15,Cluster 0
11,6,11,13,9,Cluster 3
8,13,8,15,15,Cluster 0
14,15,9,8,8,Cluster 0
9,8,12,9,14,Cluster 3
64,65,62,65,66,Cluster 1
68,68,66,62,67,Cluster 1
9,14,15,13,7,Cluster 0
70,74,70,66,74,Cluster 1
11,10,7,11,15,Cluster 3
14,8,14,13,14,Cluster 3
12,7,8,11,8,Cluster 3
8,7,8,12,5,Cluster 3
15,7,9,13,8,Cluster 3
14,6,12,7,14,Cluster 3
14,11,10,11,14,Cluster 0
11,14,7,8,15,Cluster 0
5,10,7,6,6,Cluster 3
8,6,6,7,6,Cluster 3
14,13,11,10,11,Cluster 0
14,14,13,11,10,Cluster 0
16,6,6,7,6,Cluster 3
11,6,11,6,14,Cluster 3
11,15,11,14,14,Cluster 0
11,12,13,5,10,Cluster 0
13,13,7,11,7,Cluster 0
9,11,14,7,15,Cluster 0
8,10,6,5,15,Cluster 3
62,78,66,57,76,Cluster 1
8,10,12,12,5,Cluster 3
10,11,8,10,7,Cluster 0
10,13,7,9,13,Cluster 0
12,10,11,12,15,Cluster 0
5,12,13,6,14,Cluster 0
6,11,6,16,16,Cluster 0
16,10,11,11,9,Cluster 0
64,67,65,65,67,Cluster 1
9,13,7,10,7,Cluster 0
57,62,56,61,64,Cluster 2
57,62,57,58,63,Cluster 2
12,11,14,14,7,Cluster 0
71,68,70,66,72,Cluster 1
6,7,10,7,13,Cluster 3
7,11,12,13,9,Cluster 0
6,5,9,6,12,Cluster 3
70,61,65,64,67,Cluster 1
70,72,70,70,71,Cluster 1
14,7,11,11,9,Cluster 3
7,14,6,15,12,Cluster 0
9,15,10,12,10,Cluster 0
15,11,14,13,6,Cluster 0
10,8,10,12,15,Cluster 3
10,7,12,8,11,Cluster 3
9,9,6,9,5,Cluster 3
